0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,180,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0
0,180,0,102,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,102,0,0,0,0,0,150,130,0,0,0,0,0,0,0,0,0
0,0,86,0,0,0,0,0,0,0,106,130,94,0,0,0,0,0,0
0,131,0,0,0,0,120,0,0,0,0,0,0,98,120,0,0,0,0
0,0,0,0,0,120,0,165,0,0,0,0,0,0,0,0,0,158,100
0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,74,150,0,0
0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
